expense_id,expense_name,expense_price,expense_created_at,expense_category_name,expense_type
a9d6fbd1-8efd-4025-81a4-0ee95fddb80a,Nescafe,10.0,2025-04-12 00:00:00,Drinks,0
9297a78c-0b59-4709-8d30-38b5b5d5a263,Home internet,400.0,2025-04-13 00:00:00,Internet,0
a4de2f97-43f3-46e8-b32f-1b34ecaadccc,Home,7.0,2025-04-14 00:00:00,Transportation,0
283ae5cd-56cc-4fcb-b587-ce9d2c25a0e1,Coffee,15.0,2025-04-14 00:00:00,Drinks,0
079fdfac-fa65-462f-b528-5992754960d1,Coffee,15.0,2025-04-14 00:00:00,Drinks,0
2429d001-0def-4881-ae12-cf5a51ca5aa9,Coffee double,30.0,2025-04-14 00:00:00,Drinks,0
8cbd5d0e-ea3d-4df4-be6e-c49f44a5d902,Ferdous to mall masr,5.0,2025-04-14 00:00:00,Transportation,0
ffd70802-ec2d-4bbc-837e-3950cdd26a40,Drunken donuts,95.0,2025-04-14 00:00:00,Food,0
1dd5d7e8-bcae-4f03-87ae-a8d143998c20,Coffee double,30.0,2025-04-15 00:00:00,Drinks,0
62dbf5e4-8c06-40e2-bcf5-ccc58b8a80d9,Coffee,15.0,2025-04-15 00:00:00,Drinks,0
a8871842-fbc9-4808-9742-ec3bccb07b41,Coffee,15.0,2025-04-16 00:00:00,Drinks,0
9615fe2d-44fd-468b-a4b8-e39c0eb3aa78,Coffee,15.0,2025-04-16 00:00:00,Drinks,0
270d381e-b600-4ab7-bfd6-dd232f8bb220,Coffee,15.0,2025-04-16 00:00:00,Drinks,0
f4cb6f16-634d-4363-b8a9-22b50d531cbb,Primos,285.0,2025-04-16 00:00:00,Food,0
c5400474-aa5f-4391-a493-8e35dc425095,vcola,20.0,2025-04-16 00:00:00,Drinks,0
68c5f423-5538-4347-9382-1253da40db27,Coffee,15.0,2025-04-16 00:00:00,Drinks,0
b17101a2-44fb-42ff-b715-b9167b64a55c,Home,7.0,2025-04-16 00:00:00,Transportation,0
aa7f0853-19d6-4eac-8ae4-714bd5fa93b1,Coffee,15.0,2025-04-17 00:00:00,Drinks,0
c3f81937-aec1-416c-9e3e-2317858ef2e6,Coffee,15.0,2025-04-17 00:00:00,Drinks,0
f72ec5fc-055c-42e9-ba1a-01f9b6054e25,haircut,130.0,2025-04-17 00:00:00,Selfcare,0
5f9cb152-7302-499a-8700-773e9c387a64,chips,17.0,2025-04-17 00:00:00,Snacks,0
efc60db3-c124-4059-93d8-f23f89753e42,Home,7.0,2025-04-18 00:00:00,Transportation,0
63db09cd-f7d0-4508-a1bb-5c7829ca1c91,Coffee,15.0,2025-04-18 00:00:00,Drinks,0
f694346e-4897-4c58-b4fd-64ede818d2ed,Coffee,15.0,2025-04-18 00:00:00,Drinks,0
ac5cf14a-c886-45ea-aa2e-e08225b7e06f,Coffee,15.0,2025-04-18 00:00:00,Drinks,0
aeeb6e9d-e265-4571-aa13-f3608aaa946a,intouch to hossary,8.0,2025-04-18 00:00:00,Transportation,0
6323018d-175f-40ea-8d2c-529fbc1dc2cc,koffe kulture ,20.0,2025-04-18 00:00:00,Hangout,0
a0fedcd4-09c2-47b8-b484-ee85a7bb4f36,hang out ,170.0,2025-04-19 00:00:00,Hangout,0
b44f7fa7-b228-42ca-a19d-b9e8dc8858fb,Dumont Nitro EDP 100ml,1845.0,2025-04-19 00:00:00,Selfcare,0
8fe3cbbd-411c-4743-b488-1c02caf0727a,world gym 3 months,4500.0,2025-04-19 00:00:00,Selfcare,0
92bbd02b-95f9-4fbd-8224-41f5e9ec8f77,gym snacks,40.0,2025-04-19 00:00:00,Snacks,0
9334ad26-8afe-4f52-82b2-a896544e7859,Dad,1000.0,2025-04-20 00:00:00,Family support,1
fd56db0a-6957-4a71-a1cf-b5eab9cf4e30,Mobile internet,46.0,2025-04-20 00:00:00,Internet,0
33fdae5b-a218-4ae8-b06a-e8cd6e8c853e,Coffee,15.0,2025-04-21 00:00:00,Drinks,0
98ec9f1d-83a1-4e06-8793-4137c8bd8ae7,Coffee double,30.0,2025-04-21 00:00:00,Drinks,0
d37cd8a4-29af-40c6-a135-f87b1a9adb45,Coffee,15.0,2025-04-22 00:00:00,Drinks,0
77fb389b-99e4-4935-a0ae-f41c8fb9e7c9,Home,6.0,2025-04-22 00:00:00,Transportation,0
fd0ce544-5e2e-446f-860b-47509276d160,Home,6.0,2025-04-22 00:00:00,Transportation,0
f0fee087-46bd-4a81-92b5-e67daec8dcd7,espresso,20.0,2025-04-23 00:00:00,Drinks,0
9a189f7d-cb96-4f33-8963-bbe5a7aeaa7e,espresso,20.0,2025-04-23 00:00:00,Drinks,0
9390ec85-cb5e-4823-a414-e693ebd4a896,Coffee,15.0,2025-04-23 00:00:00,Drinks,0
b9771136-0411-42c5-95c0-f01999eb5628,Home,6.0,2025-04-23 00:00:00,Transportation,0
54be5554-1162-49bc-b839-5bd525dc2251,Coffee,15.0,2025-04-24 00:00:00,Drinks,0
5e07e7ba-269c-466c-93f6-b1a4082d8736,espresso,15.0,2025-04-24 00:00:00,Drinks,0
b74e80a2-9988-4bc2-b29c-b7e4d9d6cc19,Coffee double,25.0,2025-04-24 00:00:00,Drinks,0
f669a5da-ef08-425d-b408-20c9c3fa0a50,Home,6.0,2025-04-24 00:00:00,Transportation,0
99bddceb-a8c9-4a3c-b9cf-f1ea0d14cfd7,Coffee,15.0,2025-04-25 01:00:00,Drinks,0
000a070a-640f-4acb-af97-e9708871129e,intouch to hossary,8.0,2025-04-25 01:00:00,Transportation,0
04c7b58e-e191-4412-96bb-10fd316206c4,hang out ,395.0,2025-04-25 01:00:00,Hangout,0
c5df2e2d-48f1-4606-bb1e-8042f9375a5a,hang out ,15.0,2025-04-26 00:00:00,Hangout,0
72f545ce-426a-4d48-a5e1-58dc19b8e1bb,hossary to home,14.0,2025-04-26 00:00:00,Transportation,0
8c6fe80e-7efb-461b-915f-037a821d492c,Coffe beans 100gm,100.0,2025-04-26 00:00:00,Drinks,0
4e8a4475-7dce-41f8-a1b0-506482f23fe8,Chicken breast 1kg,225.0,2025-04-27 00:00:00,Raw Food,0
14429b77-8afb-4954-896b-13dcca5c3b65,Eggs x10,60.0,2025-04-27 00:00:00,Raw Food,0
9419c857-569e-4509-95d7-71045e50a590,gym snacks,40.0,2025-04-27 00:00:00,Snacks,0
43233756-7cc3-467a-8615-14e1ce87ab72,Coffee,15.0,2025-04-28 00:00:00,Drinks,0
b87f52ae-15dd-4014-828f-ab26d98504d8,Falafel - company,30.0,2025-04-28 00:00:00,Food,0
91de1185-d138-4fd3-8106-21dc6fee3822,Coffee,15.0,2025-04-28 00:00:00,Drinks,0
7d1ee2e9-487e-446d-af03-cd1395dd5692,Home,6.0,2025-04-28 00:00:00,Transportation,0
a7334f74-3e5f-4914-b6e9-3514834b2079,soq el goma to home,10.0,2025-04-28 00:00:00,Transportation,0
389980d5-1245-41db-a06a-20d2f7281593,Mobile internet,64.0,2025-03-27 00:00:00,Bills,0
572c131f-b5a6-4c37-abda-0b3135bec4cd,Coffee,15.0,2025-04-29 00:00:00,Drinks,0
10438827-4432-4359-95af-83ab6fe43af1,Tea,10.0,2025-04-29 00:00:00,Drinks,0
df6e6081-713e-4f75-9ad7-61b3d4984b05,Coffee,15.0,2025-04-29 00:00:00,Drinks,0
8875ed1f-fa3a-41b0-9a2b-8b4e54370a1e,Mobile internet,56.0,2025-04-29 00:00:00,Internet,0
7fac8183-1553-4d48-bf7c-a5a1760e44b4,Home,6.0,2025-04-29 00:00:00,Transportation,0
878d3c1f-219f-4d96-afe1-6179165a75fe,Home internet,105.0,2025-04-29 00:00:00,Internet,0
4a808d0a-4826-4d7c-8be8-1dfb65c2af08,Salary - intouch cx,22856.0,2025-04-30 00:00:00,Salary,1
771a0075-6b32-4581-81ed-b0f5b70b97c8,juice,10.0,2025-04-30 00:00:00,Snacks,0
420b1eb3-fa53-4b6f-a30c-07379a5e4048,Coffee,15.0,2025-04-30 00:00:00,Drinks,0
2fd8e380-3868-4ac4-942b-e8e4c7216d5a,Coffee,15.0,2025-04-30 00:00:00,Drinks,0
37d565f2-3471-4840-b551-706721d29b28,Uber to intouch,110.0,2025-05-01 00:00:00,Transportation,0
69c94946-d47e-4ee6-a55a-b0ea535eadd4,Coffee,15.0,2025-05-01 00:00:00,Drinks,0
042ace0d-09ee-424f-84bb-5f14c0dc609d,Coffee,15.0,2025-05-01 00:00:00,Drinks,0
04b27752-630f-4b3c-928b-95051310a6c3,spices and sauces,100.0,2025-05-01 00:00:00,Raw Food,0
5364f009-b43e-416f-972f-f510ba1a55c6,Coffee,15.0,2025-05-02 00:00:00,Drinks,0
001728a2-4147-489e-8456-0f68baecedf2,Coffee double,30.0,2025-05-02 00:00:00,Drinks,0
8d5ac461-ba69-440d-9196-85db9abfa88a,What the truck,340.0,2025-05-02 00:00:00,Hangout,0
8a919ecb-cca4-4afc-bd4b-0e69315cf66d,Perfume as a gift,1334.0,2025-05-03 00:00:00,Gifts,0
514b5fcc-2260-4651-a436-ab00b352d3e9,Coffee double,25.0,2025-05-04 00:00:00,Drinks,0
da76da14-47df-4545-a88a-f6b90533eed6,Home,6.0,2025-05-05 00:00:00,Transportation,0
a82b485b-a370-4670-b35e-772a7d1c77b4,Falafel - company,45.0,2025-05-05 00:00:00,Food,0
facc4db4-4ef6-4532-9604-8b189ae98490,Coffee,15.0,2025-05-05 00:00:00,Drinks,0
12f473bd-66eb-4d82-9784-89a96467add1,Chicken breast & others,500.0,2025-05-06 00:00:00,Raw Food,0
835304ad-60d0-418e-81a8-bac629970c16,Mobile internet,43.0,2025-05-06 00:00:00,Internet,0
c765a0de-d77c-4cd2-a6a2-564a9ab25f5c,espresso,20.0,2025-05-06 00:00:00,Drinks,0
fe072166-642d-4646-95cc-722c8454e4d4,Tea,10.0,2025-05-06 00:00:00,Drinks,0
0613ae36-a981-42e8-b8b1-797953321e65,Home,6.0,2025-05-06 00:00:00,Transportation,0
9b199974-165a-4f69-bd63-15084daac99e,Shawarma,150.0,2025-05-07 00:00:00,Food,0
84845f9c-ce9e-4c31-af0a-8d051ec761d0,Coffe beans 100gm,75.0,2025-05-09 00:00:00,Drinks,0
8966c6ad-e260-4099-8bfa-56bb65b5035d,Coffee,15.0,2025-05-09 00:00:00,Drinks,0
4a3a450c-fa08-4acb-a79f-b61e5eb06407,Coffee,15.0,2025-05-09 00:00:00,Drinks,0
a3b09e7f-cc5c-4020-99ba-c2690cd4f21f,Home,6.0,2025-05-09 00:00:00,Transportation,0
c6c66f84-a45c-4f89-8b4d-27f828fbd868,Home,6.0,2025-05-10 00:00:00,Transportation,0
ab3e3bf4-da4a-4468-ae6c-aa1e0a673617,Coffee double,25.0,2025-05-10 00:00:00,Drinks,0
200640d8-b7d1-486c-b79f-b5e988904a29,Coffee,15.0,2025-05-11 00:00:00,Drinks,0
ce54d75e-b0a0-4250-9213-48b7556277d9,Coffee,15.0,2025-05-11 00:00:00,Drinks,0
f43ee888-5593-4529-b720-5d8fa26cb08a,Coffee,15.0,2025-05-11 00:00:00,Drinks,0
4ef7b30c-5a28-4e35-a7b2-0f33743bcdd6,company food,130.0,2025-05-12 00:00:00,Food,0
02f25902-daa7-4f43-93f9-857ffbf3e879,Coffee double,30.0,2025-05-12 00:00:00,Drinks,0
a6ad9ced-b709-4f1b-92aa-38e478f50ca9,chips,15.0,2025-05-12 00:00:00,Snacks,0
c76715e4-15d0-4339-a5a2-5ef8c1f8c470,Home internet,456.0,2025-05-13 00:00:00,Internet,0
9adc1d4a-f314-497f-857b-44eb0381b4c1,hang out ,340.0,2025-05-14 00:00:00,Hangout,0
341ab117-66ff-48e0-b2c1-1a5c3f1e4615,home internet,170.0,2025-05-21 00:00:00,Internet,0
a08d6213-7b37-4b8e-a58b-02c9d6768f8f,Uber ,200.0,2025-05-21 00:00:00,Transportation,0
2026b1be-7391-401b-96e9-c17cdb02a5ea,hangout,450.0,2025-05-22 00:00:00,Hangout,0
45c1a7e0-e0c3-44a2-9b09-f59c7cbbc1d8,home,6.0,2025-05-22 00:00:00,Transportation,0
f7a220f6-810d-4da6-b73b-8fa2b1aa0bf7,coffee double,30.0,2025-05-22 00:00:00,Drinks,0
232dd870-7ed4-429b-9f5e-658096b9c727,coffee double,30.0,2025-05-22 00:00:00,Drinks,0
f5c4c8aa-4ac5-4fea-837f-af3b62c35f7f,French coffee,20.0,2025-05-22 00:00:00,General,0
2a268211-6fa0-4b77-8a7d-c0738b4f9dd7,home,6.0,2025-05-23 00:00:00,Transportation,0
92fb4e88-e4ee-4a36-bba8-ba6f079ba69a,coffee double,25.0,2025-05-23 00:00:00,Drinks,0
8052f4a3-f5b3-4411-8080-91c9a886333c,home,6.0,2025-05-23 00:00:00,Transportation,0
1884302b-c48e-491d-9296-3f38b4f9d38b,French coffee,40.0,2025-05-24 00:00:00,General,0
1422360f-724a-4a31-ab95-571051a766c8,coffee double,25.0,2025-05-24 00:00:00,Drinks,0
21885ade-e1bf-45d5-add7-484a5d656360,Panadol acute single,31.0,2025-05-24 00:00:00,Medical,0
3b4c187a-f9aa-4339-b8ad-35a8832482f3,home,6.0,2025-05-24 00:00:00,Transportation,0
54f57ce4-07a3-4fdd-bdf1-ba48f76ef9c9,home,6.0,2025-05-25 00:00:00,Transportation,0
97623487-b4d1-4f62-bfb9-0bf395f58d24,coffee double,25.0,2025-05-25 00:00:00,Drinks,0
00bef7a7-4793-4101-850c-68899b885ebd,coffee double,25.0,2025-05-25 00:00:00,Drinks,0
797948a7-3cbd-4f4b-858e-fa1cd0687dfa,home,6.0,2025-05-26 00:00:00,Transportation,0
51edcf9a-9edb-44ef-9605-cb48ea291e33,coffee,15.0,2025-05-26 00:00:00,General,0
2eccc57e-1d4e-4322-aba4-641515f63d8d,outside food,170.0,2025-05-27 00:00:00,food,0
a5d3645a-a575-470f-a248-dd1e333d8b0e,home internet,170.0,2025-05-27 00:00:00,Internet,0
f90a1f55-ad2e-4a63-b027-8a9ec07948cc,random gym snacks,45.0,2025-05-28 00:00:00,Snacks,0
d3e4e1d4-9ccb-476c-afe2-41b326bd3fdf,Salary,28017.0,2025-05-29 00:00:00,Salary,1
a1a7540c-4759-45b6-bbff-469fd0c4b7dd,Shaving hair,80.0,2025-05-29 00:00:00,SelfCare,0
1b33c7cb-9b93-4af3-b0f0-973b310e6289,coffee double,30.0,2025-05-29 00:00:00,Drinks,0
1fcf323d-2da2-46a8-a1e3-681f86be2f0e,home,6.0,2025-05-29 00:00:00,Transportation,0
dc2a8ce8-cf3d-4bb7-b536-d8e48ba70d41,coffee double,25.0,2025-05-29 00:00:00,Drinks,0
b2738292-43c4-480b-aae7-991ff4266041,mobile internet,86.0,2025-05-30 00:00:00,Internet,0
7732884a-8518-40bb-8d1e-c85dd17765b0,mobile internet,10.0,2025-05-30 00:00:00,Internet,0
6458cfa1-af42-4171-abbd-6363977d9461,coffee double,30.0,2025-05-30 00:00:00,Drinks,0
f7ba9f29-c725-4dea-b97c-c631043aece3,home,6.0,2025-05-31 00:00:00,Transportation,0
03e038a3-28be-4618-b927-03102429b02e,falafel - company,30.0,2025-05-31 00:00:00,food,0
db1bf0c5-1ac1-4ad4-93e5-dadd69334524,Fury,20.0,2025-05-31 00:00:00,Drinks,0
ab39bff5-cb11-43d1-9f03-66f8c35fc795,coffee double,25.0,2025-05-31 00:00:00,Drinks,0
829bf92c-c2e5-484f-81c4-bccb3999c367,Aghram El sham,165.0,2025-05-31 00:00:00,food,0
05ab4bb2-7ac6-4839-80c9-83baa2d08987,coffee double,30.0,2025-06-01 00:00:00,Drinks,0
c5d5802a-00d4-42b8-b0fc-7ad98f640b5c,Fury,20.0,2025-06-01 00:00:00,Drinks,0
ed2dc5e8-2bd2-4b96-af49-b09545e016f0,raw food,500.0,2025-06-01 00:00:00,food,0
7abd8680-a58a-404a-8a6c-4f8afeba1f45,Pizza primos ,177.0,2025-06-01 00:00:00,food,0
fca6069e-c6d6-489d-832f-b273d4f5c7c8,home,6.0,2025-06-02 00:00:00,Transportation,0
e8d43f95-c94a-46a7-b511-de4dc831ce6c,Aghram El sham,255.0,2025-06-03 00:00:00,food,0
a7ac0996-877c-4724-9ee3-fffcdead2b58,hangout,145.0,2025-06-04 00:00:00,Hangout,0
7a2c400c-4aa9-401a-b58e-c50b9a122fc4,Coffe beans 100gm,70.0,2025-06-08 00:00:00,Drinks,0
26a27035-38ec-4f6f-aee7-802a9a0da8b7,raw food,200.0,2025-06-08 00:00:00,food,0
6c6e7d28-e001-4b41-a190-f7e28e8b5c16,Home,6.0,2025-06-09 00:00:00,Transportation,0
6895d432-899c-414d-a39f-0ba808dd5078,Eid pocket money ,300.0,2025-06-09 00:00:00,Pocket money,1
946fad3e-4e03-4221-8f42-1507c419bebd,Coffee double,25.0,2025-06-09 00:00:00,Drinks,0
257e3c0f-b796-4122-868f-d0a568fc1349,5 eggs,25.0,2025-06-09 00:00:00,Raw food,0
28e00070-5e54-4e37-8c2f-5399fa33cbd5,chips,10.0,2025-06-09 00:00:00,Snacks,0
9a125a9b-5f6a-41b6-8034-05e53d76fe10,Deodorant,212.0,2025-06-10 00:00:00,SelfCare,0
8258291b-2578-4f54-9c5e-2f35f43794a6,Home,6.0,2025-06-10 00:00:00,Transportation,0
da1e5836-f0f3-4738-904f-4f84498aebd0,mango juice,40.0,2025-06-10 00:00:00,Drinks,0
43174128-e129-401c-a7bb-e430eed66629,intouch to hossary,8.0,2025-06-10 00:00:00,Transportation,0
792826cf-b040-4ae5-9074-0969604d57e9,hossary to home,14.0,2025-06-10 00:00:00,Transportation,0
be180915-38c1-4875-aba0-80ab65b3ca37,Home,6.0,2025-06-10 00:00:00,Transportation,0
ad3b6151-e50e-4ac8-8d22-0b8bd1646dbe,Fury,20.0,2025-06-11 00:00:00,Drinks,0
4ac177e9-4d4e-4e4c-9945-b4b8714c53c9,Coffee double,30.0,2025-06-11 00:00:00,Drinks,0
8c69c00f-8410-45f5-a3eb-49b8ebdddc1f,raw food,98.0,2025-06-11 00:00:00,food,0
37e8881a-2067-4a50-a508-ebdecb508642,Home,6.0,2025-06-12 00:00:00,Transportation,0
12536262-afde-4023-b548-2b8b667f5cf7,Fury,20.0,2025-06-12 00:00:00,Drinks,0
e30083b5-3281-4b96-b68b-380e100db2b9,intouch to hossary,8.0,2025-06-12 00:00:00,Transportation,0
64c4755c-c610-48e6-93b1-861a995bb9c3,Mexican,368.0,2025-06-12 00:00:00,food,0
6bc36e66-7a13-49e5-a0f7-1ec442e8df6e,Mobile internet,86.0,2025-06-12 00:00:00,Internet,0
f1faa2f9-52b1-46db-8882-121b58314629,hossary to home,14.0,2025-06-13 00:00:00,Transportation,0
1c86b1e9-53f3-428d-9f99-638ce6e5df05,Home,6.0,2025-06-13 00:00:00,Transportation,0
ffb7f6c1-6b2c-410c-b675-d806083bd327,hangout,279.0,2025-06-13 00:00:00,Hangout,0
cc1b2dd4-3b24-4d45-bbd4-74baecca8d3f,Fury,20.0,2025-06-13 00:00:00,Drinks,0
14074515-fb71-435a-94fb-3ecf2ca991b6,Home,6.0,2025-06-13 00:00:00,Transportation,0
ca9bfaec-949e-49f5-beb5-f05b37df8064,water,15.0,2025-06-13 00:00:00,Drinks,0
0f0fb2a0-5073-4fe0-bcde-58a1a47521da,before gym food,390.0,2025-06-14 00:00:00,food,0
344c7fbc-5423-4e20-a60b-0f67e99328ad,Eid pocket money ,100.0,2025-06-15 00:00:00,Pocket money,1
07e78783-5f2d-4667-a0de-e2f45f1e2d65,phone - instalment,1500.0,2025-06-15 00:00:00,Installments,0
f2fa86f3-e771-4ee5-8127-2843e55a2ec7,phone - instalment,1500.0,2025-05-31 00:00:00,Installments,0
c553c085-6f36-43d3-a393-8a4ae13d85f4,Fury,20.0,2025-06-16 00:00:00,Drinks,0
bb5db6b4-1c8b-47d9-a905-11d43bc90801,espresso,20.0,2025-06-16 00:00:00,Drinks,0
5c2cbeb7-b37c-4f52-bff9-4d8f01392e39,Coffee double,25.0,2025-06-16 00:00:00,Drinks,0
3b8d9951-2206-4003-92a2-61e4542ab096,hangout,300.0,2025-06-20 00:00:00,Hangout,0
b7a6fb5d-df28-4017-816c-81d1d001da44,Fury,20.0,2025-06-21 11:01:27,Drinks,0
c34045fc-fa16-4833-adfe-0a3584d70200,Coffee double,30.0,2025-06-21 11:01:32,Drinks,0
fdfb3142-335e-4b42-b8e2-0e7585228938,Coffe beans 100gm,120.0,2025-06-21 11:01:41,Drinks,0
1d6140fa-1eac-4fb1-b9f3-734b6613f4f8,French coffee,35.0,2025-06-21 11:01:49,Drinks,0
875f3f77-96c8-428d-8a1c-7539d8297a38,Not logged,3183.0,2025-06-21 11:04:11,Not logged,0
7ec458b7-b5d4-4af5-9fac-af67b8bca4d1,before gym food,110.0,2025-06-21 17:29:53,food,0
2b5b4761-561b-4449-8a93-17d5cff6f745,random gym snacks,110.0,2025-06-21 19:16:40,Snacks,0
b95af103-92be-496d-8dfb-49ac849599a7,shaving machine,34.0,2025-06-21 20:17:25,SelfCare,0
eef808a1-1982-44ed-8e1f-c34b239ecd80,random gym snacks,34.0,2025-06-21 20:17:52,Snacks,0
bb059303-6624-420b-8364-e94860188782,Mobile internet,86.0,2025-06-23 09:20:29,Internet,0
7e025dda-81da-4f4d-9963-3fb472a28542,phone credit,10.0,2025-06-23 09:20:36,Mobile internet,0
9aa33fb8-695c-4183-bc26-7db5e6a6cff1,Home,6.0,2025-06-23 09:21:15,Transportation,0
05cc613b-716d-459b-b46b-446cac486b96,hossary to salab,9.0,2025-06-23 09:21:20,Transportation,0
61c5df27-67c8-4718-bf87-3240f9b50667,salab to intouchcx,7.0,2025-06-23 09:21:33,Transportation,0
dda09e35-eba5-435c-a0f1-562ab4ab2924,Coffee double,30.0,2025-06-23 15:06:51,Drinks,0
8681221c-8a8c-4b8b-b52e-0306eda5190d,intouch to hossary,10.0,2025-06-23 19:58:51,Transportation,0
39b89391-4b2d-4abd-86d1-3012e3d43f57,Home,6.0,2025-06-24 08:54:16,Transportation,0
f06be301-066a-446f-9d47-e954bf01e1b5,coffee double,30.0,2025-06-24 13:27:22,Drinks,0
29b00ff9-5353-4757-b260-3265efcd23e7,Home,6.0,2025-06-24 19:48:02,Transportation,0
